Số 92





	“Tên của bạn là Harvest.”
	“Bạn sẽ sống được bao lâu nữa khi hy vọng rằng người khác sẽ công nhận bạn? Không có thứ gì như ‘bạn nên sống như thế này’ hay ‘bạn nên chết như thế này’. Arcane chỉ sống cuộc sống của chính mình.”



	Arcane đã hy sinh mạng sống của mình để đổi lấy việc duy trì niềm tin vào cái ác. Harvest đã thực hiện hợp đồng của mình như một sinh vật ma thuật, thậm chí còn chọn tự hủy diệt.



	‘Tôi… … tại sao tôi lại cố gắng chết?’



	Tôi không thể tìm thấy bất cứ thứ gì. Tôi chỉ là một chú cừu bị bịt mắt chạy hoang. Cuộc sống của tôi chỉ toàn là vỏ sò.



	“Giống như Sư Phụ…….”



	“Ừ, và giống như cậu bé đó.”



	Shirone nằm giữa đám đông 400 sinh viên. Anh ta nói rằng anh ta sẽ không làm hại bất kỳ ai. Và anh ta giữ vững đức tin của mình cho đến phút cuối cùng.



	Canis đến gần Harvest và kiểm tra tình trạng của anh ta.



	“Thế nào rồi?”



	“Nói gì thì nói, dù sao cũng phải chết. Không ký sinh vào sự sống thì không thể sống được.”



	Arin nói.



	“Ngươi chỉ cần cùng ta ký kết khế ước, Canis sẽ mệt mỏi đến mức không chịu đựng nổi.”



	Harvest lắc đầu.



	“Tôi xin lỗi, nhưng điều đó không có tác dụng đâu.”



	“Cái gì? Tại sao? Nếu chúng ta cứ tiếp tục như thế này, chúng ta sẽ biến mất mất!”



	“Chủ nhân của tôi là Canis.”



	Lời Harvest đâm xuyên qua trái tim Canis. Bây giờ là lúc anh phải giương cao ngọn cờ đức tin của mình. Anh có thể trụ vững không? Nếu anh không cẩn thận, cả hai sẽ mất mạng.



	“Harvest. Ta sẽ thu nhận ngươi làm thuộc hạ của ta. Nhưng ta sẽ không tha thứ cho sự phản bội lần thứ hai của ngươi.”



	“Ha ha ha, ta hiểu rồi, sư phụ.”



	“Canis! Quá nguy hiểm! Nếu có chuyện gì xảy ra…!”



	Arin ngừng nói. Dạng lỏng của Canis đang cứng lại khi bùn thấm vào. Liệu một ngày nào đó anh có thể có được một trái tim kiên định không? Giống như hình dạng của Sirone mà cô đã nhìn thấy với đôi mắt mở to.



	Canis đặt tay lên Harvest. Khi hợp đồng phục tùng tiến triển, Harvest bắt đầu hút đi sức sống còn lại. Đôi mắt anh từ từ nhắm lại khi ý thức trở nên tối tăm.



	Alpheus đứng một cách buồn bã, tách khỏi Canis và nhóm của anh ta. Anh đã cứu được các học sinh trong gang tấc, nhưng anh đã mất quá nhiều.



	"Hiệu trưởng."



	Etella cũng cảm thấy như vậy, bắt đầu từ hôm nay, trường học ma pháp sẽ có biến hóa lớn, những học sinh lấy lại được ký ức sẽ rơi vào hỗn loạn, sai lầm của Alpheus 40 năm trước cũng sẽ hiện ra.



	“Etella, tôi là một tội nhân.”



	“Đừng tự trách mình quá nhiều. Nếu cuộc sống là một cuộc sống mà ngay cả lỗi lầm cũng không thể dung thứ, thì bản thân sự tồn tại của con người chính là một tội lỗi.”



	Alpheus lắc đầu. Bất kỳ ai cũng có thể mắc lỗi. Nhưng mọi thứ đều đi kèm với trách nhiệm. Giống như Arcane, anh không có ý định chạy trốn.



	“Hắn là người đã đưa ma thuật hắc ám lên đến trình độ ma thuật vĩ đại. Harvest có thể nói là một cuộc cách mạng trong lĩnh vực chuyển giao ký ức. Abyss Nova sẽ được Hiệp hội ma thuật đăng ký là ma thuật quy định.”



	Trước xác chết của Arcane, Alpheus chắp tay và than khóc cho cái chết của anh.



	"Arcane, vị phù thủy vĩ đại luôn là một cậu bé. Con đường ma thuật mà bạn đã đi sẽ được truyền lại cho các thế hệ tương lai."



	Alpheus mở mắt ra, vẻ mặt nhẹ nhõm. Ngược lại, Etella vẫn còn lo lắng. Vì đây là sự cố đe dọa đến tính mạng của tất cả học sinh, nên không phải là vấn đề có thể giải quyết trong phạm vi nhà trường.



	“Hiệu trưởng, từ giờ trở đi anh dự định làm gì?”



	“Tôi có thể nói gì đây? Tôi cũng chỉ đang chờ được chữa trị thôi. Sao không để vấn đề trừng phạt cho các chuyên gia và thay vào đó là ca ngợi người hùng của ngày hôm nay?”



	Alpheus nhìn quanh tìm Sirone. Càng nhìn, anh càng thấy cậu bé có năng khiếu làm người khác ngạc nhiên. Ngay cả khi anh ta có thể di chuyển 400 người cùng một lúc, anh ta cũng không thể chắc chắn.



	“Chúng ta gặp rắc rối rồi!”



	Amy đang khóc nức nở ở nơi Shirone ngã xuống.



	Alpheus và Etella, cảm nhận được bầu không khí đáng ngại, vội vã bước đi. Iruki và Neid đang chạy từ xa.



	Nhưng trước khi họ kịp đến đó, Amy đã hét lên trước.



	“Shirone không thở nữa!”



	Gặp gỡ Chúa (1)





	Sirone lan rộng ra và cũng mờ dần. Anh ta thấm nhuần mọi thứ, thậm chí quên cả sự gắn bó của mình với thế giới. Sau đó, một sức mạnh mạnh mẽ nào đó kéo anh ta đến một điểm duy nhất. Nếu con người có điều gì đó hơn cả sự sống, thì đó có thể được gọi là sự cướp đoạt linh hồn.



	“Hít thở! Hít thở!”



	Khi tâm trí của Shirone được lắp ráp lại, những ký ức của anh từ trước khi anh cố gắng thực hiện Chức năng Bất tử đã trở lại với anh. Anh rùng mình một lúc vì sợ chết, sau đó hít một hơi thật sâu và kiểm tra cơ thể mình. Ngoại trừ việc anh không mặc bất kỳ quần áo nào, dường như không có gì đặc biệt bất thường.



	“Đây là đâu?”



	Đó là một không gian tràn ngập màu trắng. Ở nơi này, phong cảnh đơn sắc trải dài vô tận, tôi không cảm nhận được bất kỳ khoảng cách nào. Tôi bước đi chậm rãi, nhưng thậm chí tôi không cảm thấy mình đang tiến về phía trước.



	'Thật kỳ lạ. Giống như năm giác quan của tôi đều tê liệt vậy.'



	Shirone đột nhiên có một ý tưởng độc đáo. Để thử nghiệm, anh ta từ từ cong đầu gối và bước về phía trước như thể đang leo cầu thang. Thật ngạc nhiên, cơ thể anh ta nổi lên.



	“Hả?”



	Shirone tiếp tục leo lên cầu thang. Anh dừng lại một lúc và nhìn quanh, không nói nên lời.



	“…….”



	Tôi không cảm thấy mình đã leo lên một nơi cao. Bất cứ nơi nào tôi đi qua, vẫn là quang cảnh trắng xóa như trước.



	“Không có khoảng cách.”



	Nếu bạn không thể đo lường được thì không gian không tồn tại. Shirone đã đi xuống lần này để kiểm tra giả thuyết của mình. Dự đoán của anh ấy đã đúng. Bất kể anh ấy di chuyển đến đâu, anh ấy vẫn không di chuyển.



	Khi tôi không còn tìm thấy ý nghĩa gì trong việc di chuyển nữa, tôi nghe thấy giọng nói của một người phụ nữ.



	"Ồ, bạn đã hiểu được ý nghĩa của không gian. Bạn xứng đáng được ở đây."



	Shirone không ngoảnh lại. Dù sao thì ở đây cũng không có khái niệm về phương hướng.



	“Tôi là ai? Tôi đã chết rồi sao?”



	Một người phụ nữ xinh đẹp bước ra từ khoảng trống giữa cảnh quan trắng xóa. Khi khoảng cách tăng lên, cảnh quan thay đổi trong nháy mắt. Một ngôi đền khổng lồ mà anh chưa từng thấy trước đây đang nhìn xuống Shirone như thể nó đang nghiền nát cô.



	"Ồ……."



	Đây là quy mô không thể tưởng tượng nổi. Ngay cả những ngôi đền cổ cũng không lớn đến thế. Hàng trăm cây cột chống đỡ trần nhà, mỗi cây cao khoảng hai kilomet.



	“Đây là nơi quái quỷ gì thế này…….”



	"Rất vui được gặp bạn, Shirone. Tôi đã đợi bạn."



	Cô ấy là một người phụ nữ có mái tóc xanh dài đến mắt cá chân. Đây là lần đầu tiên trong đời Shirone nhìn thấy một người phụ nữ xinh đẹp như vậy. Không phải vấn đề ngoại hình. Mà là vấn đề giá trị. Giống như một người đàn ông đang yêu cảm thấy người yêu của mình là người đẹp nhất trên thế giới, giá trị của cô ấy ở đây là tuyệt đối.



	"Ối!"



	Shirone vội vàng che trước ngực, cô tự tin để lộ cơ thể, thậm chí không nhận ra mình đang khỏa thân.



	“Ha ha, đừng ngại ngùng, nơi này không phải thế giới của ngươi, thân thể của ngươi vẫn còn ở thế giới ban đầu.”



	Người phụ nữ vung tay, quần áo lập tức được mặc vào. Shirone ngơ ngác nhìn bộ dạng của cô, cuối cùng cũng từ bỏ. Chỉ có một điều hiện lên trong đầu.



	“Đây có phải là kiếp sau không?”



	“Không. Không phải thế giới bên kia. Chỉ là một nơi khác với nơi anh từng sống thôi.”



	Shirone nghiêng đầu. Một điểm là không gian một chiều không có không gian. Một điểm di chuyển để trở thành một đường thẳng, một đường thẳng di chuyển để trở thành một mặt phẳng, và một mặt phẳng di chuyển để trở thành không gian ba chiều.



	"không đời nào……?"



	Shirone nhớ lại khoảng không trắng xóa nơi cô vừa ở một lúc trước.



	“Đúng vậy. Đó chính là điểm đó. Không phải là không có không gian, mà là nó bị nén đến vô hạn.”



	Theo lời cô ấy nói, việc cô ấy không cảm nhận được khoảng cách là điều tự nhiên. Nhưng cho dù cô ấy bị giới hạn trong một chiều, cơ thể cô ấy vẫn là ba chiều. Nếu cô ấy có thể đo được khoảng cách giữa cánh tay phải và cánh tay trái của mình, thì không gian không tồn tại sao?



	“Aha. Vậy là có ba chiều trong một chiều.”



	“Như mong đợi, sự sáng suốt của anh thật tuyệt vời. Đúng vậy. Đó là bản chất của không gian và thời gian. Cho dù thế giới có rộng lớn đến đâu, khi anh nhìn từ xa, nó chỉ là một chấm nhỏ. Ngược lại, nếu anh đi vào bên trong ngay cả một chấm nhỏ nhất, một thế giới vô hạn sẽ mở ra.”



	Shirone cuối cùng cũng có thể bình tĩnh lại. Nếu đây là thế giới có thể trò chuyện hợp lý, thì không cần phải sợ hãi, ngay cả khi đó là thế giới bên kia.



	“Vậy thì anh là ai?”



	Người phụ nữ cười như một kẻ ngốc. Cảm thấy kỳ lạ, nhưng đối với Shirone, ngay cả điều đó cũng đẹp. Bởi vì cô ấy là sinh vật có giá trị nhất ở đây.



	“Ta là Chúa.”





	* * *





	Ngôi trường phép thuật đang trong tình trạng hỗn loạn hoàn toàn.



	Phải mất tới tám giờ mới cứu được thi thể của Arcane và đưa các học sinh trở về phòng.



	Các học sinh vẫn nằm trong phòng với ký ức bị chặn. Nếu các giáo viên lấy lại được ký ức, họ có thể làm việc trôi chảy hơn, nhưng họ lo lắng về sự hỗn loạn sẽ xảy ra nếu tất cả học sinh đều tỉnh lại.



	Như thể mọi chuyện chưa đủ tệ, những nghi phạm trong vụ án, Canis và Arin, đã biến mất không dấu vết, bỏ lại Shirone, người cuối cùng đã được đưa đến bệnh xá, chỉ còn Naid, Iruki và Amy ở lại chăm sóc cô.



	Trên thực tế, từ chăm sóc không phù hợp. Shirone không thở và tim cô ấy đã ngừng đập. Nhưng không ai nói từ chết.



	=======================================





100





	“Shirone……”



	Amy nắm tay Shirone, đôi mắt sưng húp vì khóc. Các giáo viên cũng mất trí vào lúc này, nên không ai đến thăm. Không, có lẽ họ đã chấp nhận sự thật rằng Shirone đã chết.



	Nhưng Amy lắc đầu phủ nhận. Cô không thể tin rằng Shirone đã chết. Có quá nhiều thứ không hợp lý để gọi đó là ám ảnh.



	Nade đã nói vài lời an ủi.



	“Đừng lo lắng, tiền bối. Shirone sẽ trở về thôi.”



	“Đúng vậy. Vô lý. Tại sao anh ta lại phải chết? Nếu anh ta phải chết vì anh ta đã sử dụng dịch chuyển tức thời hàng loạt, thì ngay từ đầu nó không nên được kích hoạt. Có điều gì đó kỳ lạ đã xảy ra với Shirone.”



	Iruki nhíu mày như thể anh ta không vui. Mặc dù bản thân anh ta ở bên cạnh ai đó cả đêm, nhưng không có gì ngu ngốc hơn trên thế giới này bằng việc nghĩ rằng người chết vẫn còn sống.



	"Nếu nhìn theo hướng đó, Arcane hẳn cũng phải sống sót. Chỉ cần niệm một câu thần chú là đủ để giết chết ngươi rồi."



	“Nó khác với Arcane! Shirone đã hoàn toàn mở khóa Chức năng Bất tử của mình. Điều đó hoàn toàn không liên quan gì đến sự suy giảm chức năng não!”



	“Dù sao thì cũng giống như đã vượt quá khả năng chịu đựng. Con người có thể chết vì bất kỳ biến số nào. Quan trọng là họ sống hay chết. Hỏi tại sao họ chết thì không hợp lý.”



	Nade nhíu mày. Cho dù là sự thật, có một số điều anh có thể và không thể nói trước mặt bạn gái mình. Ngay lúc anh sắp nổi giận, Amy đã tiến đến gần Iruki với ánh mắt lạnh lùng.
